City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
611,Vanimo,PG,85.78,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
612,Pahrump,US,64.99,clear sky,36.2083,-115.9839,Best Western Pahrump Oasis
613,Menongue,AO,64.08,overcast clouds,-14.6585,17.691,Ritz Lauca
617,Sibolga,ID,78.04,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
619,Les Cayes,HT,74.73,scattered clouds,18.2,-73.75,Villa Orphee
622,Oriximina,BR,80.29,scattered clouds,-1.7656,-55.8661,Pousada Tia Amélia
623,Manokwari,ID,83.19,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
626,Phangnga,TH,78.8,few clouds,8.4509,98.5298,Rattanapong Hotel
630,Kochi,IN,68.0,mist,9.9399,76.2602,Trident Hotel Cochin
632,Lianzhou,CN,60.76,overcast clouds,24.7811,112.3825,Qingcheng Tourism Industry
633,Caravelas,BR,76.06,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
637,Mbalmayo,CM,71.6,broken clouds,3.5167,11.5,Hôtel les Nouveaux Jardins Des Tropiques
638,Sunrise Manor,US,66.2,clear sky,36.2111,-115.0731,Comfort Inn & Suites Las Vegas - Nellis
639,Vung Tau,VN,77.04,clear sky,10.345999999999998,107.0843,Seaside Resort
643,Vengurla,IN,75.2,haze,15.8667,73.6333,Tripvillas @ Golven Resorts
645,San Joaquin,US,62.6,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
647,Ambunti,PG,76.37,overcast clouds,-4.2365,142.8448,Ambunti Lodge
652,Coahuayana,MX,69.8,clear sky,18.7333,-103.6833,Hotel Los Arcos
655,Obera,AR,65.97,clear sky,-27.4871,-55.1199,CABAÑAS DORALIA
659,Puerto Triunfo,CO,78.4,overcast clouds,5.8726,-74.6403,Hotel el Mirador
663,Naze,JP,66.2,few clouds,28.3667,129.4833,奄美ポートタワーホテル
664,Barabai,ID,81.88,broken clouds,-2.5833,115.3833,HOTEL BOURAQ INDAH PERMAI
666,Tandalti,SD,64.11,broken clouds,13.0167,31.8667,منزل : الهادي محمد مساعد
668,Prabumulih,ID,76.23,broken clouds,-3.45,104.25,OYO 2722 Lemon Residence Prabumulih
672,Marsh Harbour,BS,75.33,broken clouds,26.5412,-77.0636,Abaco Beach Resort
673,Auki,SB,84.36,clear sky,-8.7676,160.7034,Auki Motel
674,Kaabong,UG,67.98,overcast clouds,3.4836,34.1492,Rock Motel Ltd
675,Christchurch,NZ,84.2,few clouds,-43.5333,172.6333,"Chateau on the Park - Christchurch, a DoubleTree by Hilton"
676,Ambilobe,MG,73.13,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
677,Thung Song,TH,82.99,few clouds,8.1645,99.6804,Jasmine Resort And Spa
678,Tubuala,PA,78.8,few clouds,9.5167,-79.0333,Río Nabagana
680,Kassala,SD,57.87,clear sky,15.450999999999999,36.4,Amassi Hotel Gash
681,Waw,SS,61.68,overcast clouds,7.7029,27.9953,Universal Gab Hotel
686,Nhamunda,BR,76.42,light rain,-2.1861,-56.7131,Pousada Da Praia
687,Presidente Medici,BR,73.96,moderate rain,-11.1753,-61.9014,Oliveira Palace Hotel
692,Poum,NC,80.64,clear sky,-20.2333,164.0167,Gîte kajeon
693,Half Moon Bay,US,64.4,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
694,Carambei,BR,58.41,clear sky,-24.9178,-50.0972,Hotel Wolthuis
